purchase_id,user_id,amount,purchase_date
344,423,74.53,2025-08-10
345,425,16.9,2025-06-29
346,425,7.55,2025-09-24
347,425,54.87,2025-07-04
348,425,47.36,2025-10-10
349,425,19.3,2026-03-05
350,426,53.49,2025-07-30
351,426,57.72,2025-11-15
352,426,51.02,2026-02-19
353,426,3.72,2026-01-24
354,426,48.96,2026-02-28
355,427,50.08,2025-10-29
356,427,35.38,2025-09-08
357,427,16.02,2025-09-24
358,429,119.06,2026-05-07
359,433,106.77,2025-11-14
360,433,68.11,2026-03-29
361,433,13.05,2025-06-28
362,433,40.32,2025-10-29
363,433,9.37,2025-10-04
364,436,94.25,2025-09-11
365,436,116.32,2026-03-18
366,436,94.15,2026-04-12
367,436,115.1,2025-06-17
368,437,16.23,2025-10-20
369,440,80.36,2026-02-02
370,440,60.28,2026-04-07
371,441,110.35,2025-12-21
372,441,80.77,2025-08-10
373,441,19.21,2026-02-03
374,441,15.18,2025-09-05
375,450,30.0,2026-01-31
376,450,47.92,2026-04-10
377,450,32.97,2025-10-04
378,450,30.59,2026-01-06
379,450,24.44,2025-09-19
380,453,48.23,2025-10-31
381,456,118.6,2026-05-15
382,456,47.99,2025-12-04
383,456,54.75,2025-09-26
384,457,64.18,2026-05-12
385,457,84.33,2026-01-07
386,457,58.54,2026-02-26
387,457,32.59,2025-08-21
388,461,61.9,2025-05-19
389,461,145.96,2026-02-05
390,461,65.82,2026-02-09
391,461,155.1,2025-10-25
392,462,103.19,2025-10-02
393,462,33.67,2025-07-03
394,462,30.55,2025-09-30
395,466,116.21,2025-12-08
396,466,82.84,2025-10-06
397,466,22.32,2025-12-21
398,466,65.81,2026-01-29
399,466,83.09,2025-07-03
400,471,54.49,2025-11-16
401,471,41.17,2025-11-15
402,473,83.3,2025-09-28
403,473,56.6,2026-04-20
404,473,37.23,2026-03-17
405,473,92.51,2025-08-26
406,473,11.36,2025-12-24
407,476,105.97,2025-12-14
408,476,71.35,2026-04-02
409,476,105.83,2025-11-24
410,476,94.8,2025-12-31
411,476,100.75,2026-04-02
412,478,111.64,2025-12-21
413,478,98.11,2026-02-11
414,479,50.12,2025-12-22
415,479,41.88,2025-05-26
416,479,71.52,2025-07-06
417,482,138.02,2025-10-18
418,482,64.63,2025-09-21
419,482,9.03,2025-12-14
420,482,113.86,2026-01-25
421,482,63.02,2025-07-03
422,485,100.94,2025-10-15
423,485,69.4,2025-10-30
424,485,103.2,2026-03-29
425,485,65.25,2025-10-28
426,486,119.51,2025-10-12
427,487,105.64,2025-09-28
428,487,106.91,2025-08-26
429,487,43.35,2026-03-13
430,500,44.02,2025-12-28
431,500,86.77,2025-12-26
432,500,50.58,2025-07-19
433,500,59.09,2026-04-24
434,500,48.96,2025-12-26
435,501,82.17,2025-12-16
436,501,51.47,2025-12-29
437,501,68.85,2025-07-10
438,501,30.74,2026-02-02
439,504,35.95,2025-12-10
440,504,76.76,2025-06-06
441,504,74.55,2025-12-08
442,505,40.53,2025-08-21
443,505,34.66,2026-01-17
444,505,42.66,2025-07-05
445,505,55.21,2025-06-06
446,505,28.0,2026-02-08
447,510,85.15,2026-05-12
448,510,93.53,2026-01-26
449,511,104.48,2025-11-07
450,511,9.84,2026-02-01
451,511,23.49,2025-05-19
452,512,87.96,2025-09-15
453,512,115.49,2026-03-14
454,512,85.26,2026-04-16
455,512,27.48,2025-10-22
456,512,89.68,2025-06-03
457,515,31.37,2025-08-14
458,515,17.8,2025-07-11
459,515,6.86,2025-09-06
460,515,44.17,2025-10-05
461,515,73.82,2025-12-10
462,517,120.07,2025-10-05
463,518,77.49,2025-09-21
464,521,15.81,2025-07-11
465,522,90.23,2025-07-05
466,522,48.73,2026-04-28
467,522,108.44,2025-05-24
468,525,29.33,2026-04-19
469,525,31.34,2025-07-09
470,525,42.24,2025-12-22
471,525,35.27,2025-11-03
472,525,28.72,2025-07-25
473,535,9.75,2026-02-24
474,535,57.43,2025-09-25
475,535,119.96,2025-08-23
476,541,63.03,2026-02-05
477,541,119.41,2026-02-27
478,541,96.24,2025-10-01
479,541,46.16,2025-06-02
480,546,23.92,2026-02-05
481,549,135.46,2025-12-28
482,549,117.85,2025-07-15
483,549,102.22,2025-08-22
484,549,42.48,2025-09-24
485,551,30.59,2025-11-10
486,551,24.55,2026-01-28
487,552,30.79,2026-03-09
488,552,149.17,2025-07-12
489,552,10.0,2025-05-23
490,554,99.59,2026-01-28
491,554,138.48,2026-02-07
492,554,136.17,2026-05-12
493,555,114.89,2026-02-11
494,559,55.47,2026-03-13
495,559,13.91,2025-08-10
496,559,67.02,2025-10-15
497,562,124.41,2025-07-29
498,562,113.98,2025-07-20
499,562,63.35,2025-07-27
500,563,54.81,2026-01-25
501,563,94.98,2025-10-11
502,563,40.92,2026-01-26
503,565,20.83,2026-04-11
504,565,141.81,2025-05-20
505,565,152.37,2026-05-10
506,565,132.17,2025-12-22
507,565,25.82,2025-08-19
508,569,104.67,2025-12-11
509,574,93.74,2025-06-21
510,574,24.02,2025-09-04
511,576,13.94,2025-09-16
512,576,39.08,2025-12-30
513,576,96.37,2025-09-02
514,576,9.69,2025-07-10
515,579,15.73,2025-07-15
516,579,79.11,2025-09-22
517,579,79.71,2025-08-28
518,579,104.66,2026-03-22
519,587,21.21,2025-12-16
520,587,18.22,2025-08-27
521,587,25.81,2026-03-21
522,587,36.87,2025-12-03
523,589,149.58,2025-06-05
524,589,86.95,2025-09-27
525,589,130.83,2026-01-01
526,589,118.71,2025-08-05
527,590,147.04,2026-02-01
528,592,93.79,2026-01-08
529,592,90.24,2025-07-22
530,592,14.61,2026-01-21
531,593,10.36,2025-09-19
532,593,52.83,2026-04-16
533,594,86.75,2026-02-01
534,594,129.43,2025-12-16
535,594,66.29,2025-06-17
536,595,48.16,2025-09-21
537,595,86.86,2025-09-23
538,595,8.23,2025-08-14
539,596,37.82,2026-04-30
540,596,8.76,2026-02-08
541,598,49.28,2025-09-07
542,598,90.82,2026-03-08
543,598,115.59,2025-06-21
544,598,128.33,2026-01-13
545,598,124.85,2025-09-20
546,599,38.21,2025-07-14
547,599,68.14,2025-10-27
548,599,52.22,2025-08-19
549,602,22.57,2026-05-11
550,602,59.39,2025-06-12
551,602,26.58,2025-07-15
552,602,48.24,2025-05-28
553,607,33.29,2025-07-23
554,607,22.61,2025-11-26
555,607,82.63,2025-06-16
556,607,24.35,2026-05-09
557,609,106.77,2026-02-16
558,612,67.47,2025-07-06
559,612,62.42,2026-02-16
560,612,62.53,2026-01-15
561,612,20.56,2026-04-28
562,612,56.74,2026-03-01
563,613,40.59,2025-08-04
564,616,105.13,2026-05-01
565,616,64.98,2025-10-05
566,616,66.4,2025-08-01
567,619,159.54,2025-10-22
568,619,52.21,2025-12-30
569,619,102.67,2026-01-06
570,619,8.92,2025-07-16
571,619,30.31,2026-02-21
572,622,14.39,2025-10-30
573,622,23.0,2025-06-13
574,622,53.54,2025-11-16
575,623,85.04,2025-12-20
576,623,70.37,2025-11-29
577,623,107.33,2025-06-29
578,623,148.44,2025-06-09
579,629,68.62,2025-10-10
580,629,66.82,2026-01-17
581,631,59.24,2025-07-08
582,632,74.32,2026-05-05
583,632,46.9,2026-03-18
584,632,9.11,2025-12-16
585,632,14.99,2025-10-04
586,633,62.54,2025-05-20
587,637,82.09,2025-11-18
588,637,14.42,2026-04-11
589,637,53.84,2026-04-07
590,643,32.75,2025-11-27
591,643,43.2,2026-01-14
592,643,25.69,2025-07-18
593,643,11.53,2025-08-18
594,643,22.1,2025-10-12
595,646,108.12,2025-11-03
596,646,97.66,2026-04-14
597,646,46.16,2026-04-03
598,646,86.11,2025-09-29
599,646,37.86,2025-07-27
600,648,136.47,2025-12-05
601,649,18.15,2026-01-17
602,649,22.91,2026-05-14
603,649,60.76,2025-09-24
604,649,44.0,2026-05-14
605,649,30.88,2025-05-25
606,655,53.05,2025-09-27
607,655,76.11,2025-07-26
608,655,35.91,2025-05-17
609,655,56.61,2026-02-02
610,658,95.52,2026-01-31
611,662,35.13,2026-03-23
612,662,36.11,2025-10-21
613,662,20.77,2025-06-13
614,666,105.49,2025-07-14
615,666,38.11,2025-11-15
616,666,48.12,2026-03-30
617,669,40.37,2025-05-16
618,669,28.71,2026-04-18
619,669,36.72,2025-10-17
620,669,37.95,2025-08-31
621,671,100.75,2025-09-21
622,671,115.46,2025-08-12
623,671,121.73,2026-02-06
624,672,10.72,2025-11-17
625,672,81.8,2026-01-26
626,672,18.63,2026-03-26
627,674,54.69,2025-09-25
628,680,66.77,2025-08-13
629,682,96.96,2025-10-19
630,682,45.78,2025-05-15
631,682,99.02,2025-11-26
632,688,61.81,2025-09-21
633,688,19.93,2025-07-15
634,691,33.13,2026-01-04
635,691,46.77,2026-04-28
636,691,42.5,2025-12-14
637,691,31.92,2025-10-08
638,696,71.87,2026-03-19
639,696,84.3,2026-01-10
640,696,21.64,2026-01-07
641,696,74.94,2025-12-08
642,696,103.42,2026-03-12
643,698,35.83,2025-11-22
644,698,33.25,2026-03-15
645,699,62.47,2026-01-05
646,701,119.75,2025-11-12
647,701,86.16,2025-09-26
648,701,49.42,2025-09-11
649,701,79.33,2026-02-27
650,701,24.8,2025-11-03
651,702,56.41,2026-04-12
652,702,26.89,2026-01-05
653,702,38.22,2025-06-21
654,702,42.29,2025-11-12
655,706,110.85,2025-06-07
656,706,74.05,2026-04-30
657,706,80.6,2025-09-25
658,706,43.52,2026-03-03
659,712,8.53,2025-07-12
660,712,18.14,2026-02-16
661,712,23.69,2025-05-21
662,713,156.09,2025-10-21
663,713,40.13,2026-03-16
664,713,149.0,2025-09-09
665,715,52.77,2025-07-28
666,718,139.78,2025-09-20
667,718,65.53,2026-05-04
668,718,116.69,2025-09-16
669,722,24.3,2025-11-30
670,722,14.09,2026-01-21
671,722,53.68,2025-06-12
672,722,38.5,2026-04-17
673,722,48.99,2026-01-12
674,725,61.5,2025-05-26
675,726,56.84,2026-03-21
676,726,29.75,2025-10-31
677,726,44.92,2026-01-27
678,726,47.02,2025-12-22
679,726,33.31,2025-08-15
680,733,125.66,2026-02-15
681,734,11.75,2025-09-13
682,734,63.73,2025-07-24
683,734,12.61,2025-07-10
684,734,59.09,2026-01-25
685,734,47.6,2026-04-14
686,737,55.59,2026-01-18
687,737,18.65,2025-09-19
688,737,5.91,2025-12-10
689,744,62.13,2025-12-03
690,744,6.31,2026-04-20
691,744,78.37,2025-10-05
692,744,51.85,2026-05-03
693,744,41.54,2026-01-05
694,749,58.16,2025-09-05
695,749,15.49,2025-09-28
696,749,103.87,2025-11-13
697,749,28.66,2026-05-10
698,749,109.38,2026-04-07
699,760,22.19,2026-01-19
700,760,100.51,2026-01-29
701,760,124.83,2026-03-15
702,760,54.82,2025-07-23
703,763,111.48,2026-04-25
704,763,16.7,2025-09-30
705,763,77.37,2026-04-24
706,766,104.26,2026-04-29
707,766,88.93,2025-08-06
708,772,42.78,2025-09-09
709,772,34.74,2025-07-16
710,772,3.87,2025-12-06
711,772,40.27,2025-09-05
712,772,17.36,2025-11-22
713,776,17.49,2025-08-01
714,776,19.12,2026-05-13
715,776,71.62,2025-12-09
716,776,5.76,2025-12-06
717,776,10.19,2025-07-06
718,780,27.34,2025-06-09
719,780,58.19,2025-08-08
720,785,78.72,2025-10-14
721,785,15.25,2025-07-23
722,785,7.54,2025-07-26
723,785,92.57,2025-10-14
724,785,36.67,2025-10-27
725,796,38.39,2026-04-15
726,796,109.2,2025-07-26
727,796,87.66,2026-04-01
728,796,90.26,2025-09-21
729,802,53.14,2025-09-06
730,802,50.57,2025-09-26
731,802,42.44,2026-01-28
732,803,36.65,2025-09-24
733,803,9.66,2025-06-15
734,805,134.43,2025-07-25
735,805,120.31,2025-06-09
736,805,126.11,2025-12-04
737,805,109.88,2025-11-28
738,809,89.55,2025-05-18
739,809,17.09,2025-10-20
740,809,45.98,2026-04-08
741,809,37.11,2025-06-28
742,809,90.38,2025-08-28
743,810,72.13,2026-03-19
744,810,66.19,2025-08-13
745,810,39.98,2025-05-19
746,811,103.81,2025-06-15
747,811,62.54,2025-11-25
748,811,87.26,2026-03-07
749,811,23.14,2026-03-18
750,815,10.96,2025-07-25
751,815,4.82,2025-08-08
752,816,30.77,2026-05-03
753,816,86.39,2025-09-01
754,816,73.21,2026-05-06
755,816,19.56,2025-12-27
756,817,17.67,2025-06-02
757,819,91.64,2025-12-16
758,819,64.55,2026-02-10
759,819,36.88,2025-11-02
760,824,33.69,2026-03-28
761,824,142.27,2026-02-12
762,824,156.12,2026-01-05
763,824,67.39,2025-07-24
764,825,133.24,2025-08-29
765,825,76.1,2026-03-09
766,825,14.26,2025-11-11
767,826,42.26,2025-09-03
768,827,93.63,2026-04-15
769,827,63.26,2026-03-17
770,827,63.1,2025-07-07
771,828,12.68,2025-12-27
772,837,88.54,2026-04-05
773,837,91.71,2025-11-16
774,837,26.62,2025-06-02
775,837,86.6,2026-05-12
776,837,70.71,2026-03-30
777,838,24.95,2025-11-03
778,838,30.04,2026-05-01
779,838,27.17,2025-10-06
780,838,3.75,2025-12-09
781,844,6.3,2025-08-18
782,844,8.61,2025-11-13
783,844,29.67,2026-01-29
784,844,15.96,2025-07-05
785,847,123.13,2026-04-28
786,847,14.6,2026-03-11
787,847,34.7,2025-10-14
788,847,91.5,2026-05-06
789,847,116.32,2026-02-23
790,850,67.93,2026-05-10
791,850,48.53,2025-11-25
792,850,19.48,2026-04-28
793,850,75.24,2025-07-02
794,850,67.44,2026-01-04
795,859,119.47,2025-08-28
796,859,88.43,2025-06-16
797,859,42.36,2026-02-16
798,859,7.62,2026-02-10
799,859,19.54,2025-07-17
800,860,108.86,2025-06-02
801,860,124.04,2025-09-13
802,860,124.08,2026-01-14
803,860,117.81,2026-02-01
804,863,87.14,2025-10-30
805,863,75.74,2025-09-12
806,865,23.26,2025-07-20
807,865,59.3,2025-10-08
808,865,51.94,2025-05-18
809,865,7.21,2026-03-17
810,865,28.77,2025-06-22
811,868,131.25,2025-08-03
812,868,45.75,2025-12-30
813,869,100.65,2025-08-31
814,869,16.53,2026-01-07
815,879,54.43,2026-05-01
816,880,38.06,2025-06-03
817,880,101.49,2025-12-13
818,882,58.62,2025-06-07
819,882,8.3,2026-01-02
820,882,106.39,2025-12-09
821,884,20.89,2026-03-27
822,886,50.21,2026-01-09
823,886,54.35,2025-09-19
824,888,86.08,2026-02-03
825,888,15.94,2025-08-27
826,888,140.44,2025-11-10
827,890,27.35,2025-06-29
828,890,88.81,2025-10-08
829,896,75.34,2026-04-10
830,896,79.32,2026-02-25
831,898,6.61,2025-05-28
832,898,8.21,2025-08-18
833,898,15.11,2026-05-14
834,898,31.21,2025-12-21
835,899,31.2,2025-11-06
836,899,95.39,2025-10-24
837,899,102.49,2026-03-30
838,899,104.56,2026-02-27
839,900,49.45,2025-12-17
840,901,153.9,2025-05-28
841,901,128.92,2025-11-30
842,901,132.87,2025-07-15
843,901,87.11,2025-07-25
844,905,123.42,2025-08-02
845,905,56.35,2026-03-04
846,905,109.96,2025-08-02
847,906,44.08,2026-02-25
848,906,59.65,2025-09-11
849,906,6.14,2026-01-27
850,906,39.71,2025-12-19
851,906,55.71,2025-09-20
852,908,23.35,2025-11-11
853,908,125.71,2025-09-23
854,908,120.53,2025-10-25
855,908,102.78,2025-07-29
856,909,59.65,2025-10-14
857,909,34.43,2025-08-09
858,909,59.28,2025-10-18
859,909,26.17,2025-11-08
860,910,18.9,2025-05-19
861,910,157.12,2025-07-11
862,910,117.38,2025-08-11
863,912,45.9,2025-11-02
864,912,69.91,2025-07-23
865,913,18.39,2025-12-09
866,913,26.5,2025-12-03
867,913,11.83,2026-03-08
868,913,6.44,2026-01-06
869,913,71.05,2026-03-14
870,915,134.93,2026-01-11
871,915,12.8,2025-06-12
872,916,23.35,2025-12-19
873,916,133.95,2025-12-17
874,916,153.85,2025-09-18
875,916,123.91,2025-08-06
876,921,69.78,2025-12-17
877,921,33.55,2025-12-07
878,921,71.84,2025-11-05
879,922,64.74,2026-04-16
880,922,71.54,2025-09-08
881,922,6.09,2025-11-06
882,924,9.72,2025-11-24
883,924,58.48,2025-11-11
884,924,51.05,2025-08-19
885,928,44.97,2025-08-12
886,928,7.35,2025-12-22
887,928,43.36,2026-04-18
888,931,14.05,2026-03-18
889,931,32.22,2026-01-04
890,931,58.2,2025-09-10
891,931,37.33,2026-05-07
892,932,29.03,2025-06-03
893,936,110.27,2026-04-17
894,936,31.06,2026-02-04
895,937,91.78,2026-01-27
896,937,31.96,2026-01-17
897,937,34.99,2025-10-27
898,937,57.02,2026-03-16
899,937,39.97,2025-08-08
900,939,104.37,2025-06-16
901,939,74.23,2025-07-26
902,939,18.47,2026-04-03
903,939,42.61,2025-06-30
904,939,27.02,2026-03-17
905,945,47.94,2026-04-23
906,945,128.06,2025-07-01
907,946,143.02,2025-11-02
908,946,44.72,2025-05-30
909,946,19.52,2025-06-10
910,946,16.94,2025-05-26
911,946,38.55,2025-11-30
912,947,45.38,2025-07-01
913,947,78.71,2025-11-19
914,947,99.43,2026-02-13
915,947,57.57,2025-12-29
916,947,94.67,2025-11-04
917,948,97.57,2025-08-23
918,948,34.4,2026-02-06
919,955,94.86,2026-03-17
920,955,76.97,2025-07-14
921,955,69.11,2025-11-25
922,955,9.04,2025-08-08
923,955,96.52,2025-05-18
924,957,100.71,2026-02-21
925,957,111.26,2026-04-04
926,957,115.76,2025-06-01
927,957,40.08,2026-01-14
928,957,112.67,2026-03-01
929,959,89.74,2025-06-11
930,959,95.76,2025-11-23
